Project_ID,NPV,Cost,Duration_Weeks,Risk_Level,Shock_Sensitivity,Type,Portfolio_Type,Baseline_Performance,Performance_Loss,Recovery_Time,Final_Performance,Absorptive_Capacity,Restorative_Capacity,Transformative_Capacity,AC_norm,RC_norm,TC_norm,Resilience_Score
P18,585,191,26,0.26,0.4,Strategic,Conservative,100,4.799215282847014,15.6,100.47658616518434,95.20078471715298,0.0641025641025641,100.47658616518434,0.8314004143939533,0.0588331160365059,0.7841326021924813,0.5581220442076468
P19,1415,466,12,0.82,0.4,R&D,Aggressive,100,15.716016839536842,15.2,89.10544512116432,84.28398316046315,0.0657894736842105,89.10544512116432,0.3227019572318834,0.073093220338983,0.2558477090398297,0.21721429553689867
P20,1155,554,36,0.48,0.76,Operational,Balanced,100,12.60562502426496,8.8,88.32422895194493,87.39437497573505,0.1136363636363636,88.32422895194493,0.4676392366522224,0.4775616332819722,0.2195536644151499,0.38825151144978143
P21,476,527,18,0.55,0.77,Strategic,Balanced,100,11.549477924900744,16.5,92.55550267344309,88.45052207509926,0.0606060606060606,92.55550267344309,0.5168533216745459,0.0292758089368259,0.4161318246198204,0.3207536517437307
P22,1384,608,20,0.66,0.32,R&D,Aggressive,100,6.532526067162316,13.6,100.69480433852178,93.46747393283768,0.0735294117647058,100.69480433852178,0.7506320210889337,0.1385219341974077,0.7942706669600588,0.5611415407488001
P23,659,875,35,0.21,1.0,Strategic,Conservative,100,9.434238340299018,15.1,92.39508274530866,90.56576165970098,0.0662251655629139,92.39508274530866,0.615418740091962,0.0767762936356494,0.4086789732071105,0.36695800231157394
P24,221,134,12,0.58,0.41,Strategic,Balanced,100,9.489874385954296,13.8,92.14582710516144,90.5101256140457,0.072463768115942,92.14582710516144,0.6128262252019123,0.1295136330140015,0.3970989577352135,0.37981293865037574
P25,452,305,19,0.53,0.98,Operational,Balanced,100,22.59751693619017,12.3,84.28379940803919,77.40248306380983,0.08130081300813,84.28379940803919,0.0020394936018655,0.2042166184373708,0.0318418172372823,0.07936597642550619
P26,947,180,35,0.26,0.53,R&D,Conservative,100,6.495956295319303,11.6,96.12843077352257,93.5040437046807,0.0862068965517241,96.12843077352257,0.7523360904006919,0.2456896551724138,0.5821243078970575,0.5267166844900544
P27,1056,661,22,0.85,0.23,R&D,Aggressive,100,4.9751173080773885,17.5,101.08161366315323,95.0248826919226,0.0571428571428571,101.08161366315323,0.8232037747113772,0.0,0.8122412050038941,0.545148326571757
P28,674,971,28,0.58,0.48,Operational,Balanced,100,12.738245475337951,12.8,90.30904854994934,87.26175452466205,0.078125,90.30904854994934,0.4614594212091516,0.1773702330508474,0.3117651852466911,0.31686494650223
P29,1282,487,19,0.66,0.71,Operational,Aggressive,100,19.58952829086609,9.6,85.69184810668891,80.4104717091339,0.1041666666666666,85.69184810668891,0.1422050150773102,0.397510593220339,0.0972574913055486,0.21232436653439923
P30,710,101,46,0.8,0.74,R&D,Aggressive,100,16.17274362678271,17.0,88.98187270361576,83.8272563732173,0.0588235294117647,88.98187270361576,0.3014195137606839,0.0142073778664008,0.2501067336048628,0.18857787507731583
P31,899,489,46,0.6,0.62,R&D,Balanced,100,10.987998667529297,13.0,97.86043814611874,89.0120013324707,0.0769230769230769,97.86043814611874,0.5430169952075072,0.1672099087353324,0.6625905800353982,0.4576058279927459
P32,1175,665,44,0.34,0.56,Operational,Balanced,100,4.92532610606172,6.4,103.49342979424604,95.07467389393828,0.15625,103.49342979424604,0.8255239330026205,0.8377913135593219,0.9242902968396036,0.8625351811338486
P33,389,205,16,0.18,0.64,Strategic,Conservative,100,5.272034819785766,14.8,103.76646509582618,94.72796518021424,0.0675675675675675,103.76646509582618,0.8093680848963603,0.0881241410902426,0.9369750770708728,0.6114891010191585
P34,1157,871,50,0.47,0.67,Strategic,Balanced,100,8.464543854035101,14.7,92.94418458492372,91.5354561459649,0.0680272108843537,92.94418458492372,0.6606043273282474,0.0920096852300242,0.4341893600317918,0.3956011241966878
P35,886,921,39,0.27,0.26,Operational,Conservative,100,2.152665439275617,5.7,105.12305374184773,97.84733456072438,0.175438596491228,105.12305374184773,0.9547236987127264,1.0,1.0,0.9849078995709086
P36,1157,576,18,0.43,0.5,Strategic,Balanced,100,4.906727319379821,17.3,97.15205198509832,95.09327268062016,0.0578034682080924,97.15205198509832,0.8263905947295962,0.0055844028607818,0.629680100257092,0.48721836594915663
P37,762,802,20,0.81,0.39,Operational,Aggressive,100,13.298084142944562,13.1,95.83325811817475,86.70191585705544,0.0763358778625954,95.83325811817475,0.4353721954780365,0.162246086168974,0.5684110618746621,0.38867644784055755
P38,1467,501,19,0.36,0.84,Strategic,Balanced,100,6.951254647588185,16.6,95.20859343277284,93.0487453524118,0.0602409638554216,95.20859343277284,0.7311202087942634,0.0261895037778231,0.5393901469720781,0.4322332865147215
P39,1031,829,23,0.2,0.58,Strategic,Conservative,100,3.586096947906697,14.0,96.74801997889703,96.4139030520933,0.0714285714285714,96.74801997889703,0.8879290067783217,0.1207627118644067,0.6109094241745412,0.5398670476057564
P40,1354,655,45,0.39,0.99,R&D,Balanced,100,16.21489359378696,10.9,88.80927487706587,83.78510640621303,0.091743119266055,88.80927487706587,0.2994554198753865,0.2924895039651687,0.2420881166512689,0.27801101349727464
